strain	genbank_accession	date	country	host	completeness	length	Nextstrain_clade_usher	Lineage
hCoV-19/Hunan/CCDC-11/2022	EPI_ISL_16598681	2022/12/19	China	Human		29646	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0164/2023	EPI_ISL_16579380	2023/1/3	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0146/2023	EPI_ISL_16579375	2023/1/2	China	Human		29785	GRA	BF.7.14
hCoV-19/Zhejiang/ZCDC-ZJHZZDF/2023	EPI_ISL_16580260	2023/1/5	China	Human		29718	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0165/2023	EPI_ISL_16579381	2023/1/3	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0163/2023	EPI_ISL_16579379	2023/1/3	China	Human		29784	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0105/2023	EPI_ISL_16579361	2023/1/2	China	Human		29810	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0134/2023	EPI_ISL_16579372	2023/1/2	China	Human		29787	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0149/2023	EPI_ISL_16579376	2023/1/2	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0104/2023	EPI_ISL_16579360	2023/1/2	China	Human		29780	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0106/2023	EPI_ISL_16579362	2023/1/2	China	Human		29784	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0102/2023	EPI_ISL_16579358	2023/1/2	China	Human		29771	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0100/2023	EPI_ISL_16579356	2023/1/2	China	Human		29784	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0099/2023	EPI_ISL_16579355	2023/1/2	China	Human		29789	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0085/2023	EPI_ISL_16579347	2023/1/3	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0098/2023	EPI_ISL_16579354	2023/1/2	China	Human		29789	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0087/2023	EPI_ISL_16579349	2023/1/4	China	Human		29787	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0114/2023	EPI_ISL_16579368	2023/1/2	China	Human		29775	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0089/2023	EPI_ISL_16579351	2023/1/5	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0116/2023	EPI_ISL_16579370	2023/1/2	China	Human		29784	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0135/2023	EPI_ISL_16579373	2023/1/2	China	Human		29817	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0111/2023	EPI_ISL_16579367	2023/1/2	China	Human		29784	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0108/2023	EPI_ISL_16579364	2023/1/2	China	Human		29813	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0107/2023	EPI_ISL_16579363	2023/1/2	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0110/2023	EPI_ISL_16579366	2023/1/2	China	Human		29726	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0101/2023	EPI_ISL_16579357	2023/1/2	China	Human		29784	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0103/2023	EPI_ISL_16579359	2023/1/2	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-0088/2023	EPI_ISL_16579350	2023/1/5	China	Human		29787	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-0022/2023	EPI_ISL_16598377	2023/1/3	China	Human		29635	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-0023/2023	EPI_ISL_16598378	2023/1/3	China	Human		29626	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-ML1149/2022	EPI_ISL_16597060	2022/12/16	China	Human		29793	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-ML1170/2022	EPI_ISL_16597064	2022/12/28	China	Human		29787	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-0041/2023	EPI_ISL_16598387	2023/1/5	China	Human		29668	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-0040/2023	EPI_ISL_16598386	2023/1/5	China	Human		29779	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-ML0005/2023	EPI_ISL_16597071	2023/1/3	China	Human		29779	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-ML1148/2022	EPI_ISL_16597059	2022/12/16	China	Human		29791	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-ML1142/2022	EPI_ISL_16597055	2022/12/16	China	Human		29793	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-ML0008/2023	EPI_ISL_16597072	2023/1/3	China	Human		29788	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-4/2022	EPI_ISL_16595767	2022/12/16	China	Human		29811	GRA	BF.7.14
hCoV-19/Jiangxi/JXCDC-001/2023	EPI_ISL_16597093	2023/1/4	China	Human		29788	GRA	BF.7.14
hCoV-19/Hunan/CCDC-08/2023	EPI_ISL_16598678	2023/1/3	China	Human		29646	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1570/2022	EPI_ISL_16598350	2022/12/28	China	Human		29775	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1587/2022	EPI_ISL_16598352	2022/12/30	China	Human		29793	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1586/2022	EPI_ISL_16598351	2022/12/30	China	Human		29803	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1583/2022	EPI_ISL_16598345	2022/12/30	China	Human		29797	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1585/2022	EPI_ISL_16598348	2022/12/30	China	Human		29776	GRA	BF.7.14
hCoV-19/Sichuan/ZG23009/2023	EPI_ISL_16598595	2023/1/3	China	Human		29777	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1568/2022	EPI_ISL_16598361	2022/12/27	China	Human		29771	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1564/2022	EPI_ISL_16598354	2022/12/27	China	Human		29816	GRA	BF.7.14
hCoV-19/Sichuan/ZG23010/2023	EPI_ISL_16598596	2023/1/3	China	Human		29777	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1588/2022	EPI_ISL_16598353	2022/12/30	China	Human		29777	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1589/2022	EPI_ISL_16598355	2022/12/30	China	Human		29789	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1565/2022	EPI_ISL_16598358	2022/12/27	China	Human		29605	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1593/2022	EPI_ISL_16598357	2022/12/30	China	Human		29457	GRA	BF.7.14
hCoV-19/Jiangxi/NCDC-012/2023	EPI_ISL_16597042	2023/1/5	China	Human		29803	GRA	BF.7.14
hCoV-19/Jiangxi/NCDC-010/2023	EPI_ISL_16597040	2023/1/5	China	Human		29803	GRA	BF.7.14
hCoV-19/Jiangxi/NCDC-011/2023	EPI_ISL_16597041	2023/1/5	China	Human		29803	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-0021/2023	EPI_ISL_16598374	2023/1/3	China	Human		29633	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1574/2022	EPI_ISL_16598366	2022/12/29	China	Human		29657	GRA	BF.7.14
hCoV-19/Jiangxi/NCDC-005/2023	EPI_ISL_16597036	2023/1/5	China	Human		29800	GRA	BF.7.14
hCoV-19/Jiangxi/NCDC-002/2023	EPI_ISL_16597033	2023/1/5	China	Human		29800	GRA	BF.7.14
hCoV-19/Jiangxi/NCDC-003/2023	EPI_ISL_16597034	2023/1/5	China	Human		29802	GRA	BF.7.14
hCoV-19/Jiangxi/NCDC-009/2023	EPI_ISL_16597039	2023/1/5	China	Human		29802	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-18/2022	EPI_ISL_16595782	2022/12/27	China	Human		29828	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-0009/2023	EPI_ISL_16598367	2023/1/3	China	Human		29815	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-0012/2023	EPI_ISL_16598369	2023/1/3	China	Human		29812	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-19/2022	EPI_ISL_16595783	2022/12/27	China	Human		29838	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-1/2023	EPI_ISL_16595785	2023/1/2	China	Human		29738	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-16/2022	EPI_ISL_16595780	2022/12/23	China	Human		29811	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1523/2022	EPI_ISL_16598322	2022/12/18	China	Human		29738	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1519/2022	EPI_ISL_16598325	2022/12/16	China	Human		29739	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1552/2022	EPI_ISL_16598340	2022/12/22	China	Human		29454	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1551/2022	EPI_ISL_16598339	2022/12/22	China	Human		29748	GRA	BF.7.14
hCoV-19/Heilongjiang/HLJCDC-1550/2022	EPI_ISL_16598338	2022/12/22	China	Human		29771	GRA	BF.7.14
hCoV-19/Sichuan/SC4628/2022	EPI_ISL_16598608	2022/12/26	China	Human		29676	GRA	BF.7.14
hCoV-19/Sichuan/NJ23105-3/2023	EPI_ISL_16598600	2023/1/3	China	Human		29768	GRA	BF.7.14
hCoV-19/Sichuan/YB23004/2023	EPI_ISL_16598621	2023/1/5	China	Human		29721	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-003/2023	EPI_ISL_16596950	2023/1/2	China	Human		29793	GRA	BF.7.14
hCoV-19/Sichuan/YB23006/2022	EPI_ISL_16598623	2022/12/30	China	Human		29777	GRA	BF.7.14
hCoV-19/Jiangxi/JCDC-009/2023	EPI_ISL_16596956	2023/1/2	China	Human		29794	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-3/2022	EPI_ISL_16595766	2022/12/16	China	Human		29811	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-2/2022	EPI_ISL_16595765	2022/12/16	China	Human		29811	GRA	BF.7.14
hCoV-19/Jiangxi/GCDC-004/2023	EPI_ISL_16596982	2023/1/4	China	Human		29769	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-10/2022	EPI_ISL_16595773	2022/12/23	China	Human		29805	GRA	BF.7.14
hCoV-19/Jiangxi/GCDC-011/2023	EPI_ISL_16596989	2023/1/2	China	Human		29769	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-15/2022	EPI_ISL_16595779	2022/12/23	China	Human		29812	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-1/2022	EPI_ISL_16595764	2022/12/16	China	Human		29792	GRA	BF.7.14
hCoV-19/Anhui/HNCDC-11/2022	EPI_ISL_16595774	2022/12/23	China	Human		29811	GRA	BF.7.14
hCoV-19/Jiangxi/GCDC-005/2023	EPI_ISL_16596983	2023/1/4	China	Human		29721	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0083/2022	EPI_ISL_16604520	2022/12/26	China	Human		29624	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0073/2022	EPI_ISL_16604510	2022/12/22	China	Human		29765	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0079/2022	EPI_ISL_16604516	2022/12/22	China	Human		29730	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0082/2022	EPI_ISL_16604519	2022/12/26	China	Human		29623	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0105/2022	EPI_ISL_16604500	2022/12/28	China	Human		29606	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0147/2022	EPI_ISL_16604554	2022/12/30	China	Human		29610	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0006/2022	EPI_ISL_16604432	2022/12/29	China	Human		29656	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0145/2022	EPI_ISL_16604552	2022/12/30	China	Human		29610	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3001/2022	EPI_ISL_16604438	2022/12/20	China	Human		29754	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3007/2022	EPI_ISL_16604444	2022/12/26	China	Human		29783	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0010/2022	EPI_ISL_16604436	2022/12/29	China	Human		29656	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3004/2022	EPI_ISL_16604441	2022/12/19	China	Human		29748	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3003/2022	EPI_ISL_16604440	2022/12/20	China	Human		29754	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0123/2022	EPI_ISL_16604532	2022/12/28	China	Human		29869	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0138/2023	EPI_ISL_16604536	2023/1/2	China	Human		29631	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-2322/2022	EPI_ISL_16604417	2022/12/20	China	Human		29635	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0121/2022	EPI_ISL_16604530	2022/12/28	China	Human		29842	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0107/2022	EPI_ISL_16604501	2022/12/28	China	Human		29587	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0007/2022	EPI_ISL_16604433	2022/12/29	China	Human		29658	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0036/2022	EPI_ISL_16604478	2022/12/21	China	Human		29815	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0009/2022	EPI_ISL_16604435	2022/12/29	China	Human		29656	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0174/2022	EPI_ISL_16604546	2022/12/27	China	Human		29768	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0002/2022	EPI_ISL_16604428	2022/12/28	China	Human		29656	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3035/2022	EPI_ISL_16604472	2022/12/27	China	Human		29661	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0037/2022	EPI_ISL_16604479	2022/12/21	China	Human		29687	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3034/2022	EPI_ISL_16604471	2022/12/26	China	Human		29661	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0045/2022	EPI_ISL_16604486	2022/12/21	China	Human		29819	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0038/2022	EPI_ISL_16604480	2022/12/20	China	Human		29864	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3010/2022	EPI_ISL_16604447	2022/12/26	China	Human		29756	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0043/2022	EPI_ISL_16604484	2022/12/21	China	Human		29866	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-2327/2022	EPI_ISL_16604422	2022/12/20	China	Human		29635	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0039/2022	EPI_ISL_16604481	2022/12/20	China	Human		29818	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3019/2022	EPI_ISL_16604456	2022/12/27	China	Human		29776	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0143/2023	EPI_ISL_16604540	2023/1/2	China	Human		29621	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0035/2022	EPI_ISL_16604477	2022/12/21	China	Human		29639	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3013/2022	EPI_ISL_16604450	2022/12/26	China	Human		29749	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3014/2022	EPI_ISL_16604451	2022/12/26	China	Human		29748	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0100/2022	EPI_ISL_16604498	2022/12/27	China	Human		29587	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3023/2022	EPI_ISL_16604460	2022/12/27	China	Human		29754	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3017/2022	EPI_ISL_16604454	2022/12/27	China	Human		29777	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0096/2022	EPI_ISL_16604495	2022/12/27	China	Human		29602	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0094/2022	EPI_ISL_16604493	2022/12/27	China	Human		29592	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0095/2022	EPI_ISL_16604494	2022/12/27	China	Human		29588	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-0071/2022	EPI_ISL_16604490	2022/12/28	China	Human		29629	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3018/2022	EPI_ISL_16604455	2022/12/26	China	Human		29777	GRA	BF.7.14
hCoV-19/Shandong/SDCDC-3015/2022	EPI_ISL_16604452	2022/12/26	China	Human		29748	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-63/2022	EPI_ISL_16348516	2022/12/19	China	Human		29765	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-66/2022	EPI_ISL_16348519	2022/12/19	China	Human		29729	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-50/2022	EPI_ISL_16348503	2022/12/23	China	Human		29801	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-59/2022	EPI_ISL_16348512	2022/12/22	China	Human		29731	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-51/2022	EPI_ISL_16348504	2022/12/23	China	Human		29762	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-55/2022	EPI_ISL_16348508	2022/12/22	China	Human		29757	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-69/2022	EPI_ISL_16348522	2022/12/24	China	Human		29718	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-65/2022	EPI_ISL_16348518	2022/12/19	China	Human		29694	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-58/2022	EPI_ISL_16348511	2022/12/22	China	Human		29761	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-57/2022	EPI_ISL_16348510	2022/12/22	China	Human		29773	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-60/2022	EPI_ISL_16348513	2022/12/22	China	Human		29424	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-54/2022	EPI_ISL_16348507	2022/12/22	China	Human		29772	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-61/2022	EPI_ISL_16348514	2022/12/19	China	Human		29804	GRA	BF.7.14
hCoV-19/Zhejiang/ZPCDCP-HZWAP/2022	EPI_ISL_16337105	2022/12/21	China	Human		29718	GRA	BF.7.14
hCoV-19/Zhejiang/ZPCDCP-HSWDM/2022	EPI_ISL_16337110	2022/12/21	China	Human		29718	GRA	BF.7.14
hCoV-19/Zhejiang/ZPCDCP-HSXQX/2022	EPI_ISL_16337107	2022/12/21	China	Human		29718	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-36/2022	EPI_ISL_16334630	2022/12/21	China	Human		29789	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-14/2022	EPI_ISL_16334616	2022/12/22	China	Human		29791	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-ZZ31371/2022	EPI_ISL_16283988	2022/12/17	China	Human		29789	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-2745/2022	EPI_ISL_16283961	2022/12/17	China	Human		29708	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-ZZ31373/2022	EPI_ISL_16283990	2022/12/17	China	Human		29789	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-2862/2022	EPI_ISL_16283967	2022/12/20	China	Human		29708	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-2740/2022	EPI_ISL_16283960	2022/12/17	China	Human		29832	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-2938/2022	EPI_ISL_16283970	2022/12/19	China	Human		29710	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-ZZ31372/2022	EPI_ISL_16283989	2022/12/17	China	Human		29789	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-ZZ31374/2022	EPI_ISL_16283991	2022/12/17	China	Human		29791	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-2795/2022	EPI_ISL_16283964	2022/12/19	China	Human		29832	GRA	BF.7.14
hCoV-19/Sichuan/SCDCP-4576/2022	EPI_ISL_16283883	2022/12/24	China	Human		29631	GRA	BF.7.14
hCoV-19/Fujian/FPCDCP-2826/2022	EPI_ISL_16283968	2022/12/20	China	Human		29713	GRA	BF.7.14
hCoV-19/Sichuan/SCDCP-4575/2022	EPI_ISL_16283882	2022/12/24	China	Human		29638	GRA	BF.7.14
hCoV-19/Sichuan/SCDCP-4574/2022	EPI_ISL_16283881	2022/12/24	China	Human		29623	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-83/2022	EPI_ISL_16468027	2022/12/23	China	Human		29786	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-112/2022	EPI_ISL_16468053	2022/12/19	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-109/2022	EPI_ISL_16468050	2022/12/19	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-116/2022	EPI_ISL_16468056	2022/12/19	China	Human		29786	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-97/2022	EPI_ISL_16468039	2022/12/22	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-103/2022	EPI_ISL_16468044	2022/12/19	China	Human		29775	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-107/2022	EPI_ISL_16468048	2022/12/19	China	Human		29776	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-161/2022	EPI_ISL_16468094	2022/12/21	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-95/2022	EPI_ISL_16468037	2022/12/19	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-94/2022	EPI_ISL_16468036	2022/12/19	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3217/2022	EPI_ISL_16350937	2022/12/20	China	Human		29780	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3210/2022	EPI_ISL_16350929	2022/12/20	China	Human		29780	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-75/2022	EPI_ISL_16468019	2022/12/23	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3216/2022	EPI_ISL_16350935	2022/12/20	China	Human		29777	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3222/2022	EPI_ISL_16350941	2022/12/20	China	Human		29780	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3223/2022	EPI_ISL_16350942	2022/12/20	China	Human		29780	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3219/2022	EPI_ISL_16350938	2022/12/20	China	Human		29780	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3214/2022	EPI_ISL_16350933	2022/12/20	China	Human		29775	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3213/2022	EPI_ISL_16350932	2022/12/20	China	Human		29780	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3215/2022	EPI_ISL_16350934	2022/12/20	China	Human		29777	GRA	BF.7.14
hCoV-19/Beijing/BJCDC-3209/2022	EPI_ISL_16350928	2022/12/20	China	Human		29816	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-77/2022	EPI_ISL_16468021	2022/12/23	China	Human		29779	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-80/2022	EPI_ISL_16468024	2022/12/23	China	Human		29748	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-72/2022	EPI_ISL_16468017	2022/12/22	China	Human		29748	GRA	BF.7.14
hCoV-19/Sichuan/SCDCP-4607/2022	EPI_ISL_16436282	2022/12/20	China	Human		29631	GRA	BF.7.14
hCoV-19/Sichuan/SCDCP-XGCX432/2022	EPI_ISL_16436272	2022/12/22	China	Human		29737	GRA	BF.7.14
hCoV-19/Anhui/AHCDC-2/2022	EPI_ISL_16438300	2022/12/23	China	Human		29776	GRA	BF.7.14
hCoV-19/Anhui/AHCDC-5/2022	EPI_ISL_16438303	2022/12/23	China	Human		29730	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-78/2022	EPI_ISL_16468022	2022/12/23	China	Human		29737	GRA	BF.7.14
hCoV-19/Gansu/GSCDC-010/2022	EPI_ISL_16458309	2022/12/29	China	Human		29631	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-111/2022	EPI_ISL_16468052	2022/12/19	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-126/2022	EPI_ISL_16468063	2022/12/26	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-84/2022	EPI_ISL_16468028	2022/12/25	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-131/2022	EPI_ISL_16468068	2022/12/22	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-76/2022	EPI_ISL_16468020	2022/12/23	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-119/2022	EPI_ISL_16468059	2022/12/19	China	Human		29783	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-71/2022	EPI_ISL_16468016	2022/12/21	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-74/2022	EPI_ISL_16468018	2022/12/23	China	Human		29738	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-160/2022	EPI_ISL_16468093	2022/12/21	China	Human		29783	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-162/2022	EPI_ISL_16468095	2022/12/21	China	Human		29776	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-106/2022	EPI_ISL_16468047	2022/12/19	China	Human		29776	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-158/2022	EPI_ISL_16468091	2022/12/18	China	Human		29712	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-91/2022	EPI_ISL_16468033	2022/12/19	China	Human		29784	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-89/2022	EPI_ISL_16468031	2022/12/19	China	Human		29750	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-96/2022	EPI_ISL_16468038	2022/12/19	China	Human		29785	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-87/2022	EPI_ISL_16468029	2022/12/19	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-120/2022	EPI_ISL_16468060	2022/12/19	China	Human		29788	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-129/2022	EPI_ISL_16468066	2022/12/26	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-127/2022	EPI_ISL_16468064	2022/12/26	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-90/2022	EPI_ISL_16468032	2022/12/19	China	Human		29748	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-117/2022	EPI_ISL_16468057	2022/12/19	China	Human		29737	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-130/2022	EPI_ISL_16468067	2022/12/26	China	Human		29748	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-110/2022	EPI_ISL_16468051	2022/12/19	China	Human		29777	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-153/2022	EPI_ISL_16468086	2022/12/22	China	Human		29755	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-101/2022	EPI_ISL_16468042	2022/12/26	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-155/2022	EPI_ISL_16468088	2022/12/22	China	Human		29754	GRA	BF.7.14
hCoV-19/Beijing/CPL-12-150/2022	EPI_ISL_16468083	2022/12/22	China	Human		29749	GRA	BF.7.14
